"Attribute '%s' used in configurable products","Cechy '%s' użyto już dla produktów konfigurowalnych."
"Attribute Code","Kod cechy"
"Attribute Label","Etykieta cechy"
"Attribute Properties","Właściwości cechy"
"Attribute object is undefined","Obiekt cechy jest niezdefiniowany"
"Attribute set with the ""%s"" name already exists.","Zestaw cech z nazwą ""%s"" już istnieje."
"Attribute with the same code","Atrybut z tym samym kodem"
"Can\'t create table: %s","Nie można utworzyć tabeli: %s"
"Catalog Input Type for Store Owner","Typ pola dla właściciela sklepu"
"Current module EAV entity is undefined","Aktualna jednostka modułu EAV jest niezdefiniowana"
"Current module pathname is undefined","Aktualna nazwa ścieżki modułu jest niezdefiniowana"
"Data integrity: No header row found for attribute","Integralność danych: Nie znaleziono nagłówka wiersza dla cechy"
"Date","Data"
"Decimal Number","Liczba dziesiętna"
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","Domyślne sortowanie nie istnieje w dostepnych opcjach sortowania."
"Default Value","Domyślna wartość"
"Default option value is not defined","Domyślna wartość opcji nie została zdefiniowana"
"Delete","Usuń"
"Dropdown","Lista rozwijana"
"Email","E-mail"
"Entity collection expected.","Oczekiwana kolekcja jednostek."
"Entity collections expected.","Oczekiwane kolekcje jednostek."
"Entity instance is not defined","Instancja jednostki jest niezdefiniowana"
"Entity is not initialized","Jednostka nie została zainicjowana"
"Entity object is undefined","Obiekt jednostki jest niezdefiniowany"
"Failed to load node %s from config","Nie udało się załadować węzła %s zgodnie z konfiguracją."
"For internal use. Must be unique with no spaces. Maximum length of attribute code must be less then %s symbols","Do użytku wewnętrznego. Musi być unikalne bez spacji. Maksymalna długość kodu atrybutu musi być mniejsza niż %s znaków"
"Form Element with the same attribute","Element formularza z taką samą cechą"
"Form Fieldset with the same code","Pole formularza z takim samym kodem"
"Form Type with the same code","Typ formularza z takim samym kodem"
"Form code is not defined","Kod formularza jest niezdefiniowany"
"Frontend label is not defined","Etykieta sklepowa nie została zdefiniowana"
"Input Validation for Store Owner","Sprawdzanie poprawności danych dla właściciela sklepu"
"Integer Number","Wartość typu integer"
"Invalid EAV attribute.","Nierawidłowa cecha EAV"
"Invalid alias, already exists in joint attributes","Nieprawidłowy alias, taki sam istnieje już w połączonych cechach"
"Invalid attribute name: %s","Niepoprawana nazwa cechy: %s"
"Invalid attribute requested: %s","Wybrano nieprawidłową cechę: %s"
"Invalid attribute type","Niepoprawny typ cechy"
"Invalid character encountered in increment ID: %s","Napotkano na nieprawidłowy znak w polu zwiększania ID: %s"
"Invalid date","Nieprawidłowa data"
"Invalid default date","Nieprawidłowa domyślna data"
"Invalid default decimal value","Nieprawidłowa domyślna wartość dziesiętna"
"Invalid entity specified","Określono nieprawidłową jednostkę"
"Invalid entity supplied.","Dostarczono nieprawodłową jednostkę."
"Invalid entity supplied: %s","Dostarczono nieprawodłową jednostkę: %s"
"Invalid entity type","Nieprawidłowy typ jednostki"
"Invalid entity_id, skipping the record.","Nieprawidłowy entity_id, pomijam wpis."
"Invalid entity_type specified: %s","Określono nieprawidłowy typ jednostki: %s"
"Invalid foreign key","Nieprawidłowy klucz"
"Invalid form type.","Nieprawidłowy typ formularza."
"Invalid joint fields","Nueprawidłowe połączone pola"
"Invalid store specified","Wybrano nieprawidłowy sklep"
"Invalid type given. String expected","Podano nieprawidłowy typ. Oczekiwany jest łańcuch znaków"
"Joined field with this alias is already declared","Połączone pole z podanym aliasem zostało zadeklarowane wcześniej"
"Joint field or attribute expression with this alias is already declared","Połączone pole lub określenie cechy tym aliasem zostało zadeklarowane wcześniej"
"Letters","Litery"
"Letters (a-z, A-Z) or Numbers (0-9)","Litery (a-z, A-Z) lub cyfry (0-9)"
"Loaded %d records","Załadowano %d rekord(ów)"
"Maximum length of attribute code must be less then %s symbols","Maksymalna długość kodu cechy musi być mniejsza niż %s znaków"
"Multiple Select","Wiielokrotny wybór"
"No","Nie"
"No options found in config node %s","Nie znaleziono opcji w węźle konfiguracji %s"
"None","Brak"
"Not shared with other products","Nie dzielone z innymi produktami"
"Problem loading the collection, aborting. Error: %s","Problem podczas ładowania kolekcji, przerwano. Błąd: %s"
"Problem saving the collection, aborting. Error: %s","Problem podczas zapisywania kolekcji, przerwano. Błąd: %s"
"Required","Wymagane"
"Saved %d record(s).","Zapisano %d produkt(y)."
"Source model ""%s"" not found for attribute ""%s""","Model źródłowy ""%s"" nie znaleziony dla cechy ""%s"""
"System","System"
"Text Area","Pole typu textarea"
"Text Field","Pole tekstowe"
"The value of attribute ""%s"" must be unique","Wartość cechy ""%s"" musi być unikatowa"
"The value of attribute ""%s"" must be unique.","Wartość cechy ""%s"" musi być unikatowa."
"This attribute is used in configurable products","Ta cecha jest używana w konfigurowalnych produktach"
"URL","URL"
"Unique Value","Unikalna wartość"
"Unique Value (not shared with other products)","Unikalna wartość (nie jest współdzielona z innymi produktami)"
"Unknown parameter","Nieznany parametr"
"Values Required","Wartości wymagane"
"Wrong attribute group ID","Zła wartość ID dla grupy atrybutów"
"Wrong attribute set ID","Zła wartość ID dla zestawu atrybutów"
"Wrong entity ID","Zła wartość ID dla jednostki"
"Wrong type definition for %s","Nieprawidłowa definicja typu dla %s"
"Yes","Tak"
"Yes/No","Tak/Nie"
