"Cannot do shipment for order.","Nie można utworzyć dostawy dla zamówienia."
"Cannot get order instance","Nie można pobrać instancji zamówienia"
"Cannot get the order instance.","Nie można pobrać instancji zamówienia."
"Cannot register an existing credit memo.","Nie udało się zarejestrować istniejącej faktury korygującej."
"Cannot register existing invoice","Nie udało się zarejestrować istniejącej faktury."
"Cannot register existing shipment","Nie udało się zarejestrować istniejącej dostawy."
"Capture","Przechwyć"
"Capture Amount","Przechwyć kwotę"
"Capture Offline","Przechwyć offline"
"Capture Online","Przechwyć online"
"Capture invoice","Przechwyć fakturę"
"Captured amount of %s online.","Przecwycona kwota %s online."
"Capturing amount of %s is pending approval on gateway.","Przechwycenie kwoty %s oczekuje na akceptację w bramce."
"Carrier","Dostawca:"
"Carrier/Method","Dostawca/metoda"
"Change status, add comments","Zmień status, dodaj komentarze"
"Changing address information will not recalculate shipping, tax or other order amount.","Zmiana informacji adresowy nie przeliczy dostawy, podatku lub innych kwot zamówienia."
"Checkout Totals Sort Order","Kolejność wyświetlania sum zamówienia"
"City","Miasto"
"Clear Shopping Cart","Opróżnij koszyk"
"Click to change shipping method","Kliknij by zmienić sposób dostawy"
"Close","Zamknij"
"Closed","Zamknięty"
"Comma-separated.","Oddzielone przecinkami"
"Comment","Komentarz"
"Comment Text","Komentarz"
"Comments","Komentarze"
"Comments History","Historia komentarzy"
"Company","Firma"
"Complete","Zakończone"
"Configure","Konfiguruj"
"Configure and Add to Order","Konfiguruj i dodaj do zamówienia"
"Contents","Zawartości"
"Continue","Kontynuuj"
"Controls whether customer IP is shown in orders, invoices, shipments, credit memos.","Kontroluje czy IP klienta pokazuje się w zamówieniach, fakturach, dostawach i korektach."
"Country","Kraj"
"Coupons","Kupony"
"Create","Utwórz"
"Create New Customer","Utwórz klienta"
"Create New Order","Utwórz zamówienie"
"Create New Order Status","Utwórz nowy status zamówienia"
"Create New Order for %s","Utwórz nowe zamówienie dla %s"
"Create New Order for %s in %s","Utwórz nowe zamówienie dla %s w %s"
"Create New Order for New Customer","Utwórz nowe zamówienie dla nowego klienta"
"Create New Order for New Customer in %s","Utwórz nowe zamówienie dla nowego klienta w %s"
"Create New Status","Utwórz nowy status"
"Create Order","Utwórz zamówienie"
"Create Packages","Utwórz paczkę"
"Create Shipment","Utwórz dostawę"
"Create Shipping Label","Drukuj etykietę adresową"
"Create Shipping Label...","Utwórz adres dostawy..."
"Create new credit memo for order","Utwórz nową fakturę korygującą dla zamówienia"
"Create new invoice for order","Utwórz nową fakturę dla zamówienia"
"Create new shipment for order","Utwórz nową wysyłkę dla zamówienia"
"Create...","Utwórz"
"Created At","Utworzono"
"Created billing agreement #%s.","Utworzono umowę rozliczeniową nr %s."
"Created:","Utworzono:"
"Credit Memo","Faktura korygująca"
"Credit Memo #","Nota kredytowa nr  "
"Credit Memo # ","Nota kredytowa nr  "
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Faktura korygująca nr %1$s | %3$s  %2$s (%4$s)"
"Credit Memo Comment Email Sender","Nadawca wiadomości o komentarzu do faktury korygującej"
"Credit Memo Comment Email Template","Szablon wiadomości o komentarzu do faktury korygującej"
"Credit Memo Comment Email Template for Guest","Szablon wiadomości o komentarzu do faktury korygującej (dla Gości)"
"Credit Memo Comments","Komentarze do faktury korygującej"
"Credit Memo Email Sender","Nadawca wiadomości o fakturze korygującej"
"Credit Memo Email Template","Szablon wiadomości o fakturze korygującej"
"Credit Memo Email Template for Guest","Szablon wiadomości o fakturze korygującej (dla Gości)"
"Credit Memo Update","Aktualizacja faktury korygującej"
"Credit Memo Update for Guest","Aktualizacja faktury korygującej (dla Gości)"
"Credit Memos","Faktury korygujące"
"Credit memo canceling problem.","Problem anulowania noty kredytowej."
"Credit memo cannot be canceled.","Nota kredytowa nie mogła być anulowna."
"Credit memo has been created automatically","Faktura korygująca została utworzona automatycznie"
"Custom Price","Niestandardowa cena"
"Custom Value","Niestandardowa wartość"
"Customer","Klient"
"Customer Can Define Start Date","Klient może zdefiniować datę początkową"
"Customer Email","E-mail klienta"
"Customer Group","Grupa Klientów"
"Customer Last Name","Nazwisko klienta"
"Customer My Account Order Creditmemo View","Moje konto - widok faktury korygującej zamówienia"
"Customer My Account Order History","Moje konto - historia zamówień"
"Customer My Account Order Invoice View","Moje konto - widok faktury zamówienia"
"Customer My Account Order Shipment View","Moje konto - widok dostawy dla zamówienia"
"Customer My Account Order View","Moje konto - widok zamówienia"
"Customer Name","Nazwa klienta"
"Customer\'s Current Activities","Bieżąca aktywność klienta"
"Customs Value","Wartość klienta"
"Date","Data"
"Date Shipped","Data wysyłki"
"Default Status","Domyślny status"
"Default Template","Domyślny szablon"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If you see image distortion in PDF, try to use larger image","Domyślne logo, użyte będzie we wszystkich dokumentach PDF i HTML.<br />(jpeg, tiff, png). Jeśli nie wygląda za dobrze w PDF spróbuj użyć większy format."
"Delete","Usuń"
"Delete Package","Usuń pakiet"
"Denied the payment online.","Odrzucona płatność online."
"Deny Payment","Odrzuć płatność"
"Description Message","Wiadomość opisu"
"Discount","Zniżka"
"Discount (%s)","Zniżka (%s)"
"Discount Amount","Wielkość zniżki"
"Display Order ID in Header","Wyświetl ID zamówienia w nagłówku"
"Edit","Edytuj"
"Edit Order #%s","Edycja zamówienia nr %s"
"Edit Order %s %s Address","Edycja adresu zamówienia %s %s"
"Edit Order Status","Edycja statusu zamówienia"
"Email","E-mail"
"Email Address","Adres e-mail"
"Email Copy of Credit Memo","Wyślij e-mail z fakturą korygująca do klienta"
"Email Copy of Invoice","Wyślij e-mail z fakturą do klienta"
"Email Copy of Shipment","Wyślij e-mail z potwierdzeniem wysyłki do klienta"
"Email Order Confirmation","Wyślij e-mail z potwierdzeniem zamówienia do klienta"
"Enable","Włącz"
"Enabled","Włączone"
"Enter the billing last name and email/ZIP as in the order billing address","Wstaw nazwisko rozliczeniowe oraz e-mail/kod pocztowy takie jak w adresie rozliczeniowym zamówienia."
"Entered data is incorrect. Please try again.","Podane dane są niepoprawne. Spróbuj ponownie."
"Error to Show in Shopping Cart","Błąd pokazywany w koszyku"
"Excel XML","Excel XML"
"Excl. Tax","Bez podatku"
"Expired","Przeterminowane"
"Explanation","Wyjaśnienie"
"Failed to cancel the billing agreement.","Nie udało się anulować umowy rozliczeniowej."
"Failed to create billing agreement for this order.","Nie można utworzyć umowy rozliczeniowej dla tego zamówienia."
"Failed to finish billing agreement wizard.","Nie udało się zakończyć wizarda umowy rozliczeniowej."
"Failed to send the order email.","Nie można wysłać e-mail zamówienia."
"Failed to start billing agreement wizard.","Nie udało się rozpocząć wizarda umowy rozliczeniowej."
"Failed to update the payment.","Nie udało się zaktualizować płatności."
"Failed to update the profile.","Nie udało się zaktualizować profilu."
"Failed to void the payment.","Nie udało się unieważnić płatności."
"Fetch","Pobierz"
"File extension not known or unsupported type in the following shipment: %s","Rozszerzenie pliku jest nieznane lub nieobsługiwane w następującej dostawie: %s"
"Find Order By:","Znajdź zamówienie wg:"
"First Name","Imię"
"From","Od"
"From Name","Z (nazwa)"
"From:","Z:"
"G.T. (Base)","Podstawa"
"G.T. (Purchased)","Zamówiono"
"General","Ogólne"
"General Information","Informacje ogólne"
"Get Payment Update","Pobierz aktualizację płatności"
"Get Update","Pobierz aktualizację"
"Get shipping methods and rates","Pobierz sposoby dostawy i stawki"
"Gift Message","Wiadomość prezentowa"
"Gift Message for This Order","Wiadomość prezentowa dla tego zamówienia"
"Gift Message for the Entire Order","Opcje prezentowe dla całego zamówienia"
"Gift Message for this Order","Wiadomość prezentowa dla tego zamówienia"
"Gift Options","Opcje prezentowe"
"Gift Wrapping for the Entire Order","Pakowanie prezentów dla całego zamówienia"
"Girth","Girth"
"Go to Home Page","Przejdź na stronę główną"
"Grand Total","Łącznie"
"Grand Total to be Charged","Łącznie do zapłaty"
"Guest","Gość"
"Height","Wysokość"
"Hide Customer IP","Ukryj IP klienta"
"Hold","Wstrzymaj"
"Hold action is not available.","Wstrzymanie jest nie możliwe"
"Hold order","Wstrzymaj zamówienie"
"Home","Strona główna"
"ID","ID"
"ID #","ID"
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %s. Transaction ID: ""%s"". Credit Memo has not been created. Please create offline Credit Memo.","IPN ""Zwrócone"" Refundacja wydana przez handlowca. Zarejestrowano powiadomienie o zwróconej kwocie %s.
 ID transakcji: ""%s"". Faktura korygująca nie została utworzona. "
"If empty, the default description above will be used.","Jeśli puste, powyższy domyślny opis zostanie użyty"
"If empty, the default error above will be used.","Jeśli puste, powyższy domyślny błąd zostanie użyty"
"If the invoice was created offline, try creating an offline creditmemo.","Jeśli faktura została utworzona offline, spróbuj utworzyć fakturę kredytową również offline."
"Incl. Tax","Z podatkiem"
"Information","Informacje"
"Initial Fee","Opłata początkowa"
"Initial Fees","Opłaty początkowe"
"Initial period payment","Opłata okresu początkowego"
"Insufficient information to create shipping label(s). Please verify your Store Information and Shipping Settings.","Niwystarczające informacje do stworzenia etykiety adresowej. Zweryfikuj informacje o sklepie i ustawienia dostawy."
"Invalid block: %s.","Nieprawidłowy blok: %s."
"Invalid carrier specified.","Wybrano nieprawidłowy sposób dostawy."
"Invalid draw line data. Please define ""lines"" array.","Nieprawidłowe dane rysowania linii. Proszę zdefiniować tablicę ""linie""."
"Invalid entity model","Nieprawidłowy model jednostki"
"Invalid item option format.","Nieprawidłowy format opcji elementu"
"Invalid qty to invoice item ""%s""","Nieprawidłowa ilość  produktu ""%s"" do zafakturowania"
"Invalid qty to refund item ""%s""","Nieprawidłowa ilość przedmiotu ""%s"" do zwrotu."
"Invalid qty to ship for item ""%s""","Nieprawidłowa ilość przedmiotu ""%s"" do dostawy."
"Invalid renderer model","Nieprawidłowy model renderujący"
"Invalid request for adding product to quote.","Błędne polecenia dodania produktu do zapytania"
"Invalid value(s) for Qty to Ship","Nieprawidłowa wartość dla ilości do wysłania"
"Invoice","Faktura"
"Invoice #","Faktura nr  "
"Invoice # ","Faktura nr  "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Faktura nr %1$s  %2$s  %4$s (%3$s)"
"Invoice #%s","Faktura nr %s"
"Invoice Comment Email Sender","Nadawca wiadomości o komentarzu do faktury"
"Invoice Comment Email Template","Szablon wiadomości o komentarzu do faktury"
"Invoice Comment Email Template for Guest","Szablon wiadomości o komentarzu do faktury (dla Gości)"
"Invoice Comments","Komentarze do faktury"
"Invoice Date","Data wystawienia faktury"
"Invoice Email Sender","Nadawca wiadomości o fakturze"
"Invoice Email Template","Szablon wiadomości o fakturze"
"Invoice Email Template for Guest","Szablon wiadomości o fakturze (dla Gości)"
"Invoice Update","Aktualizacja faktury"
"Invoice Update for Guest","Aktualizacja faktury (dla Gości)"
"Invoice and Packing Slip Design","Wygląd faktur i etykiet adresowych"
"Invoice and Ship","Faktura i rachunek"
"Invoice canceling problem.","Błąd anulowania faktury."
"Invoice cannot be canceled.","Faktura nie mogła być anulowna."
"Invoice cannot be captured.","Faktura nie może być przechwycona."
"Invoice cannot be voided.","Faktura nie może być unieważniona."
"Invoice capturing problem.","Problem przechwytywania faktury."
"Invoice void problem","Problem z unieważneiniem faktury"
"Invoice will be created without communication with payment gateway.","Faktura będzie utworzona bez komunikacji z bramką płatności."
"Invoiced","Zafakturowano"
"Invoices","Faktury"
"Is Closed","Jest zamknięty"
"Item","Produkt"
"Item Status","Status przedmiotu"
"Item object is not specified.","Obiekt przedmiotu nie został wybrany."
"Item options declaration error.","Błąd deklaracji opcji produktu."
"Item ordered qty","Zamówiona ilość"
"Item qty declaration error.","Błąd deklaracji ilości produktu."
"Items","Elementy"
"Items Invoiced","Przedmioty zafakturowane"
"Items Ordered","Zamówione produkty"
"Items Refunded","Przedmioty zrefundowane"
"Items Shipped","Dostarczone produkty"
"Items in the Package","Produkty w paczce"
"Items maximum quantity or price do not allow checkout.","Maksymalna ilość produktów lub cena nie pozwala na zamówienie."
"Items options declaration error.","Błąd deklaracji opcji produktów."
"Items to Refund","Przedmioty do refundacji"
"Items to Ship","Przedmioty do wysyłki"
"Key","Klucz"
"Last Name","Nazwisko"
"Last Ordered Items","Ostatnio zamówione przedmioty"
"Last status can\'t be unassigned from state.","Ostatni status nie może być odpięty od stanu."
"Length","Długość"
"Link to the New Order","Link do nowego zamówienia"
"Link to the Previous Order","Link do poprzedniego zamówienia"
"Logo for HTML Print View","Logo do widoku HTML wydruku"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo dla dokumentów HTML. Jeśli pole zostanie puste użyte zostanie domyślne logo.<br />(jpeg, tiff, png)"
"Logo for PDF Print-outs (200x50)","Logo do wydruków PDF (200x50)"
"Make Check payable to:","Czek wypłacany dla"
"Manage","Zarządzaj"
"Maximum amount available to refund is %s","Maksymalna ilość dozwolona do przekazania %s"
"Maximum shipping amount allowed to refund is: %s","Maksymalny koszt dostawy dozwolony do zwrotu to: %s"
"Message","Wiadomość"
"Message:","Wiadomość:"
"Minimum Amount","Minimalna kwota"
"Minimum Order Amount","Minimalna wielkość zamówienia"
"Mixed","Mieszany"
"Most Viewed","Najczęściej oglądane"
"Most Viewed Products Report","Raport najczęściej oglądanych produktów"
"Move to Shopping Cart","Przenieś do koszyka"
"Move to Wishlist","Przenieś do schowka"
"Multi-address Description Message","Wiadomość z opisem zamówienia z wieloma adresami"
"Multi-address Error to Show in Shopping Cart","Błąd zamówienia z wieloma adresami do pokazania w koszyku"
"My Orders","Moje zamówienia"
"My Orders - Details","Moje zamówienia - szczegóły"
"N/A","N/D"
"Name","Nazwa"
"New","Nowy"
"New Billing Agreement","Nowa umowa rozliczeniowa"
"New Credit Memo","Nowa faktura korygująca"
"New Credit Memo for Guest","Nowa faktura korygująca (dla Gości)"
"New Credit Memo for Invoice #%s","Nowa nota do faktury #%s"
"New Credit Memo for Order #%s","Nowa nota do zamowienia #%s"
"New Invoice","Nowa faktura"
"New Invoice and Shipment for Order #%s","Nowa faktura i dostawa dla zamówienia nr %s"
"New Invoice for Guest","Nowa faktura (dla Gości)"
"New Invoice for Order #%s","Nowa faktura zamówienia nr %s"
"New Order","Nowe zamówienie"
"New Order Confirmation Email Sender","Nadawca wiadomości potwierdzającej nowe zamówienie"
"New Order Confirmation Template","Szablon wiadomości potwierdzającej nowe zamówienie"
"New Order Confirmation Template for Guest","Szablon wiadomości potwierdzającej nowe zamówienie dla niezalogowanych"
"New Order RSS","Nowe zamówienie RSS"
"New Order Status","Status nowego zamówienia"
"New Order for Guest","Nowe zamówienie dla niezalogowanych"
"New Shipment","Nowa dostawa"
"New Shipment for Guest","Nowa dostaw dla niezalogowanych"
"New Shipment for Order #%s","Nowa dostawa dla zamówienia nr %s"
"Newsletter Subscription","Subskrypcja newslettera"
"No","Nie"
"No Items","Brak produktów"
"No Items To Refund","Brak produktów do zwrotu"
"No Payment Methods","Brak metod płatności"
"No detail for number ""%s""","Brak szczegółów dla numeru ""%s"""
"No information available.","Informacja nie jest dostępna."
"No items","Brak produktów"
"No order(s) were put on hold.","Żadne zamówienie nie zostało wstrzymane."
"No order(s) were released from holding status.","Żadne zamówienie nie zostało uwolnione z wstrzymania."
"No ordered items","Brak zamówionych przedmiotów"
"No shipping information available","Brak informacji o wysyłce"
"Nominal Items","Produkty nominalne"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Produkty nominalne mogą być zakupione tylko niezleżnie. Jeśłi chcesz kontunuować, proszę usunąć pozostałe produkty z zamówienia."
"Nominal order registered.","Zarejestrowano nominalne zamównienie."
"Not Capture","Brak przechwyceń"
"Not Initialized","Nie zainicjowane"
"Not Notified","Niepowiadomiony"
"Not enough valid data to save the parent transaction ID.","Brak wystarczającej ilości poprawnych danych do zapisania ID nadrzędnej transakcji."
"Notification Not Applicable","Powiadomienie nie kwalifikuje się"
"Notified","Powiadomiony"
"Notify Customer by Email","Powiadom klienta przez e-mail"
"Number","Numer"
"Number of Invoiced Orders","Ilość zafakturowanych zamówień"
"Number of Orders","Liczba zamówień"
"Number of Refunded Orders","Ilość zrefundowanych zamówień"
"OK","OK"
"Offline Refunded","Refundacje offline"
"On Hold","Wstrzymano"
"Online Refunded","Refundacje online"
"Order","Zamówienie"
"Order #","Zamówienie nr  "
"Order # ","Zamówienie nr  "
"Order # %s","Zamówienie nr %s"
"Order # %s %s | %s","Zamówienie nr %s %s  %s"
"Order #%s","Zamówienie nr %s"
"Order #%s - %s","Zamówienie nr %s - %s"
"Order API","API Zamówień"
"Order Address Information","Informacje adresowe zamówienia"
"Order Comment","Komentarz do zamówienia"
"Order Comment Email Sender","Nadawca wiadomości z komentarzem do zamówienia"
"Order Comment Email Template","Szablon wiadomości z komentarzem do zamówienia"
"Order Comment Email Template for Guest","Szablon wiadomości z komentarzem do zamówienia (dla Gości)"
"Order Comments","Komentarze do zamówienia"
"Order Credit Memos","Notatki faktur korygujących"
"Order Currency:","Waluta zamówienia:"
"Order Date","Data zamówienia"
"Order Date (%s)","Data zamówienia (%s)"
"Order Date: ","Data zamówienia: "
"Order Date: %s","Data zamówienia: %s"
"Order Details","Szczegóły zamówienia"
"Order Grand Total","Suma zamówienia"
"Order History","Historia zamówień"
"Order History Info","Informacja historii zamówień"
"Order ID","ID zamówienia"
"Order Information","Informacje o zamówieniu"
"Order Invoices","Faktury zamówień"
"Order Shipments","Wysyłki zamówień"
"Order State","Stan zamówienia"
"Order Status","Status zamówienia"
"Order Status Information","Informacje statusu zamówienia"
"Order Statuses","Statusy zamówienia"
"Order Subtotal","Suma częściowa zamówienia"
"Order Taxes Report Grouped by Tax Rates","Raport podatków zamówienia pogrupowany wg stawek podatku"
"Order Total","Suma zamówienia"
"Order Totals","Sumy zamówień"
"Order Update","Aktualizacja zamówienia"
"Order Update for Guest","Aktualizacja zamówienia (dla Gości)"
"Order View","Podgląd zamówienia"
"Order credit memo","Faktura korygująca zamówienia"
"Order does not allow to be canceled.","To zamówienia nie pozwala na anulowanie."
"Order invoice","Faktura zamówienia"
"Order is suspended as its authorizing amount %s is suspected to be fraudulent.","Zamówienie jest zawieszone pnieważ przechwycona kwota %s jest podejrzewana o oszustwo."
"Order is suspended as its capture amount %s is suspected to be fraudulent.","Zamówienie jest zawieszone pnieważ przechwycona kwota %s jest podejrzewana o oszustwo."
"Order object is not specified.","Obiekt zamówienia nie został określony."
"Order saving error: %s","Błąd podczas zapisywania zamówienia: %s"
"Order shipments","Wysyłki zamówień"
"Order status does not exist.","Status zamówienia nie istnieje."
"Order status with the same status code already exist.","Status zamówienia z takim samym kodem statusu już istnieje."
"Order was placed using %s","Zamówienie zostało złożone wykorzystując %s"
"Ordered","Zamówiony"
"Ordered amount of %s.","Kwota zamówienia %s"
"Ordering amount of %s is pending approval on gateway.","Kwota zamówienia %s oczekuje na zatwierdzenie w bramce."
"Orders","Zamówienia"
"Orders and Returns","Zamówienia i zwroty"
"Orders and Returns Search Form","Formularz wyszukiwania zamówień i zwrotów"
"Original Price","Oryginalna cena"
"Original order item that recurring payment profile correspondss to.","Produkt oryginalnego zamówienia, do którego odnosi się profil okresowej płatności."
"PDF Credit Memos","Faktury korygujące PDF"
"PDF Invoices","Faktury PDF"
"PDF Packingslips","Ulotki PDF"
"PDF Print-outs","Wydruki PDF"
"PDF object is not specified.","Obiekt PDF nie został określony."
"PDF page object is not specified.","Strona obiektu PDF nie została określona."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Model łączny PDF powinien rozszerzać Mage_Sales_Model_Order_Pdf_Total_Default"
"Package","Paczka"
"Package types are disregarded for USPS domestic shipments.","Typy paczek są nieuwzględniane przez lokalne dostawy USPS."
"Packages","Pakiety"
"Packingslip # ","Ulotka # "
"Paid","Zapłacono"
"Paid Amount","Zapłacono kwotę"
"Parent Transaction ID","ID nadrzędnej transakcji"
"Parent transaction ID must have a transaction ID.","ID nadrzędnej transakcji musi mieć ID transakcji."
"Partial","Częściowy"
"Payment Failed","Płatność nie udana"
"Payment Information","Informacje o płatności"
"Payment Method","Forma płatności"
"Payment Method Name","Nazwa metody płatności"
"Payment Method:","Metoda płatności:"
"Payment Review","Przeglad płatności"
"Payment disallow storing objects.","Płatność nie zezwala na przechowywanie obiektów."
"Payment transactions disallow storing objects.","Trnasakcja płatności nie zezwala na przechowywanie obiektów."
"Payment type","Typ płatności"
"Payment update has been made.","Aktualizacja płatności została wykonana."
"Pending","Oczekuje"
"Pending Payment","Oczekuje na płatność"
"Period","Okres"
"Place Order Using Billing Agreements","Złóż zamówienie przy pomocy umów rozliczeniowych"
"Placed from IP","Zamówienie złożone z IP"
"Please Select Products to Add","Zaznacz produkty do dodania"
"Please Select a Customer","Wybierz klienta"
"Please Select a Store","Wybierz sklep"
"Please check billing address information. %s","Proszę sprawdzić adres rozliczeniowy. %s"
"Please check shipping address information. %s","Proszę sprawdzić adres dostawy. %s"
"Please define PDF object before using.","Proszę o zdefiniowanie obiektu PDF przed użyciem."
"Please enter positive number in this field.","Proszę podać dodatnią wartość w tym polu."
"Please select a valid payment method.","Proszę wybrać prawidłową formę płatności."
"Please specify a shipping method.","Proszę o wybór metody dostawy."
"Please specify a valid grid column alias name that exists in grid table.","Proszę o wprowadzenie poprawnego aliasu nazy kolumny siatki, która istnieje w tabeli siatki."
"Price","Cena"
"Print","Drukuj"
"Print All","Wydrukuj wszystko"
"Print All Invoices","Wydrukuj wszystkie faktury"
"Print All Refunds","Wydrukuj wszystkie zwroty"
"Print All Shipments","Wydrukuj wszystkie wysyłki"
"Print Credit Memos","Wydrukuj wszystkie faktury korygujące"
"Print Invoice","Drukuj fakturę"
"Print Invoices","Wydrukuj faktury"
"Print Order","Wydrukuj zamówienie"
"Print Order # %s","Wydrukuj zamówienie nr %s"
"Print Packingslips","Wydrukuj ulotki"
