"After submitting the App to Magento, please contact <a href=""mailto:%1$s"">%1$s</a> to receive the Application Key, Application Secret and Application Master Secret.","Po zgłoszeniu aplikacji do Magento, proszę o kontakt z <a href=""mailto:%1$s"">%1$s</a>, aby otrzymać klucz aplikacji, sekretny klucz i główny sekretny klucz aplikacji."
"AirMail Message Queue","Kolejka wiadomości AirMail"
"AirMail Messages Queue","Kolejka wiadomości AirMail"
"AirMail Template Preview","Podgląd wiadomości AirMail"
"AirMail message","Wiadomość AirMail"
"AirMail templates","Szablon AirMail"
"All Allowed Countries","Wszystkie dozwolone kraje"
"All Images","Wszystki obrazki"
"All locations","Wszystkie lokalizacje"
"Amount","Kwota"
"Amount in %@","Kwota w %@"
"Amounts","Ilości"
"An account with this email address already exists.","Konto o takim samym adresie e-mail już istnieje."
"An error occurred while adding item to wishlist.","Wystąpił błąd podczas dodawania produktu do schowka."
"An error occurred while deleting the address.","Wystąpił błąd podczas usuwania adresu."
"An error occurred while loading categories.","Wystąpił błąd podczas ładowania kategorii."
"An error occurred while loading category filters.","Wystąpił błąd podczas ładowania filtrów kategorii."
"An error occurred while loading configuration.","Wystąpił błąd podczas ładowania konfiguracji."
"An error occurred while loading localization.","Wystąpił błąd podczas ładowania lokalizacji.."
"An error occurred while loading login form.","Wystąpił błąd podczas ładowania formularza logowania."
"An error occurred while loading wishlist.","Wystąpił błąd podczas aktualizowania schowek."
"An error occurred while processing your order. Please contact us or try again later.","Wystąpił problem podczas przetwarzania zamówienia. Skontaktuj się z obsługa sklepu lub spróbuj później."
"An error occurred while processing your request.","Wystąpił błąd podczas przetwarzania zapytania."
"An error occurred while removing item from wishlist.","Wystąpił błąd podczas usuwania produktu ze schowka."
"An error occurred while removing items from wishlist.","Wystąpił błąd podczas usuwania produktu ze schowka."
"Analytics","Analityka"
"Android","Android"
"Android doesn\'t support AirMail message type.","Android nie wspiera typów wiadomości AirMail."
"App Background","Tło aplikacji"
"App Background (landscape mode)","Tło aplikacji (tryb poziomy)"
"App Background (landscape mode).","Tło aplikacji (tryb poziomy)"
"App Background (portrait mode)","Tło aplikacji (tryb pionowy)"
"App Background (portrait mode).","Tło aplikacji (tryb pionowy)"
"App Background image missing.","Brakuje obrazka tła aplikacji."
"App Code","Kod aplikacji"
"App Information","Informacje aplikacji"
"App Name","Nazwa aplikacji"
"App Stores","Skelpy aplikacji"
"App Submission History","Historia zgłoszeń aplikacji"
"App Title","Tytuł aplikacji"
"App code","Kod aplikacji"
"App code required.","Kod aplikacji jest wymagany."
"App does not exist.","Aplikacja nie istnieje."
"App has been deleted.","Aplikacja została usunięta."
"App has been saved.","Aplikacja została zapisana."
"App has been submitted.","Aplikacja została zgłoszona."
"App model not loaded.","Model aplikacji nie jest załadowany."
"App with specified code does not exist.","Aplikacja z wybranym kodem nie istnieje."
"Appears in the info section of your app (example: Copyright 2010 ��� Your Company, Inc.)","Pojawia się w sekcji informacyjnej twojej aplikacji (np. Copyright 2010 &copy; Twoja Firma Sp. z o.o.)"
"Application","Aplikacja"
"Application Key","Klucz aplikacji"
"Application Master Secret","Głowny klucz aplikacji"
"Application Name","Nazwa aplikacji"
"Application Secret","Sekretny klucz aplikacji"
"Application doesn\'t exist.","Aplikacja nie istnieje."
"Apply","Zastosuj"
"Applying Coupon Code","Zastosuj kod kuponu"
"Applying Gift Card %@","Stosowanie karty prezentowej %@"
"Are you sure you want to cancel a message?","Czy na pewno chcesz anulować wiadomość?"
"Are you sure you want to cancel selected records?","Czy na pewno chcesz anulować wybrane wpisy?"
"Are you sure you want to delete a message?","Czy na pewno chcesz usunąć wiadomość?"
"Are you sure you want to delete selected records?","Czy na pewno chcesz usunąć wybrane wpisy?"
"Are you sure you want to delete this theme? This change will affect all applications.","Czy na pewno chcesz usunąć ten motyw? Ta zmiana wpłynie na wszystkie aplikacje."
"Are you sure you want to do this?","Czy na pewno chcesz to zrobić?"
"Are you sure you want to remove this item?","Czy na pewno chcesz usunąć ten produkt?"
"As Low As","Już od"
"As Low Excl. Tax","Już od (bez podatku)"
"As Low Incl. Tax","Już od (z podatkiem)"
"As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial.","Dla klientów Magento, Urban Airship oferuje nieograniczone powiadomienia Push i Rich Push za $100/rok* z 60-dniowym okresem próbnym."
"As low as","Już od"
"As low as excl. tax","Już od (bez podatku)"
"As low as incl. tax","Już od (z podatkiem)"
"At last one application has to be created.","Co najmniej jedna aplikacja musi zostać utworzona."
"At least one option should be selected","Co najmniej jedna opcja powinna zostać wybrana"
"Authentication complete.","Autentykacja zakończona."
"Authentication to %@ did failed...","Weryfikacja %@ nie powiodła się..."
"Average Order Amount","Średnia ilość zamówienia"
"Average Orders","Średnie zamówienia"
"Average Rating","Średnia ocena"
"Back","Powrót"
"Back to App Edit","Powrót do edycj iaplikacji"
"Background Color","Kolor tła"
"Balance","Bilans"
"Balance Change","Zmiana bilansu"
"Balance History","Historia bilansu"
"Banner on Home Screen","Baner na ekranie początkowym"
"Banner on Home Screen (landscape mode)","Baner na ekranie początkowym (tryb poziomy)"
"Banner on Home Screen (landscape mode) image missing.","Brakuje obrazka baneru na ekranie początkowym (tryb poziomy)."
"Banner on Home Screen (portrait mode)","Baner na ekranie początkowym (tryb pionowy)"
"Banner on Home Screen (portrait mode) image missing.","Brakuje obrazka baneru na ekranie początkowym (tryb pionowy)."
"Banner on Home Screen image missing.","Brakuje obrazka baneru na ekranie początkowym."
"Banners on Home Screen","Banery na ekranie początkowym"
"Best Sellers","Bestselery"
"Billing","Rozliczenie"
"Billing Address","Adres rozliczeniowy"
"Billing address","Adres rozliczeniowy"
"Billing address has been set.","Adres rozliczeniowy został zapisany."
"Bundle Products","Produkty w pakiecie"
"Buy %1$s for %2$s","Kup %1$s za %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Kup %1$s za %2$s (%3$s z podatkiem) za każdy"
"Buy %1$s for %2$s each","Kup %1$s za %2$s za każdy"
"Buy %1$s with %2$s discount each","Kup %1$s z %2$s zniżką na każdym"
"Buy More & Save","Kupuj więcej i oszczędzaj"
"Buyer country is not allowed by store.","Kraj kupującego nie jest dozwolony w sklepie."
"CMS Page","Strona CMS"
"CMS Pages haven\'t been found.","Strona CMS nie została znaleziona"
"Cache Lifetime (seconds)","Czas życia pamięci cache (sekundy)Czas ważności cache (sekundy)"
"Cache Management","Zarządzanie cache"
"Can\'t add item to shopping cart.","Nie można dodać produktu do koszyka."
"Can\'t apply the coupon code.","Nie można zastosować kodu z kuponu."
"Can\'t copy file ""%s"" to ""%s"".","Nie udało się skopiować pliku ""%s"" do ""%s""."
"Can\'t create wishlist.","Nie można utworzyć schowka."
"Can\'t delete ""%s"" theme.","Nie można usunąć motywu ""%s"".."
"Can\'t load XML.","Nie można załadować XML."
"Can\'t load admin application settings.","Nie można załadować ustawień aplikacji administracyjnej"
"Can\'t load application with id ""%s""","Nie można załadować aplikacji z id ""%s"""
"Can\'t load cart info.","Nie można załadować informacji koszyka."
"Can\'t load cart.","Nie można załadować koszyka."
"Can\'t load customer form.","Nie można załadować formularza klienta."
"Can\'t load default themes.","Nie można załadować domyślnych motywów."
"Can\'t load selected theme. Please check your media folder permissions.","Nie można załadować wybranego motywu, Proszę sprawdzić uprawneinia folderu mediów."
"Can\'t load template with id ""%s""","Nie można załadować szablonu z id ""%s"""
"Can\'t open submission form.","Nie można otworzyć formularza zgłoszeń."
"Can\'t read file ""%s"".","Nie można odczytać pliku ""%s""."
"Can\'t remove the item.","Nie można usunąć produktu."
"Can\'t reset theme.","Nie można zresetować motywu ""%s""."
"Can\'t save address.","Nie można zapisać adresu."
"Can\'t save the customer.","Nie można zapisać klienta."
"Can\'t save theme.","Nie można zapisać motywu."
"Can\'t show configuration.","Nie można pokazać konfiguracji."
"Can\'t specify product.","Nie można wybrać produktu."
"Can\'t submit application.","Nie można zgłosić aplikacji."
"Can\'t update cart.","Nie można zaktualizować koszyka."
"Can\'t write to file ""%s"".","Nie można zapisać do pliku ""%s""."
"Cancel","Anuluj"
"Canceled","Anulowane"
"Canceling PayPal ...","Anulowanie PayPal..."
"Cancelled","Anulowane"
"Cannot apply gift card.","Nie można zastosować karty prezentowej."
"Cannot configure product.","Nie można skonfigurować produktu."
"Cannot load theme ""%s"".","Nie można załadować motywu ""%s""."
"Cannot redeem Gift Card.","Nie można wykorzystać karty prezentowej."
"Cannot remove gift card.","Nie można usunąć karty prezentowej."
"Cannot save theme ""%s"". Incorrect data received","Nie można zapisacć motywu ""%s"". Otrzymano niepoprawne dane"
"Cannot update the item.","Nie można zaktualizować produktu."
"Card Verification Number","Numer weryfikacyjny karty"
"Card verification number is wrong","Nuemr weryfikacyjny karty kredytowej jest niepoprawny"
"Carrier","Dostawca:"
"Cart","Koszyk"
"Cart Updated","Koszyk został zaktualizowany"
"Cart has been updated.","Koszyk został zaktualizowany."
"Cart has some errors.","Koszyk ma jakieś błędy."
"Cart is empty.","Koszyk jest pusty."
"Catalog Only App?","Apliakcja tylko dla katalogu?"
"Category","Kategoria"
"Category Button Color","Kolor przycisku kategorii"
"Category Item Background Color","Kolor tła elementu kategorii"
"Cc:","Cc"
"Chairs","Krzesła"
"Change Orientation","Zmień orientację"
"Change Password","Zmień hasło"
"Changes have been saved to theme.","Zmiany zostały zapisane do motywu."
"Check","Sprawdź"
"Check Gift Card","Sprawdź kartę prezentową"
"Check Gift Card Promo Redeemed","Sprawdź kartę prezentową rozliczonej promocji"
"Checking Gift Card %@","Sprawdzam kartę prezentową %@"
"Checkout","Zamówienie"
"Checkout Page Registration","Rejestracja na stronie zamówienia"
"Checkout as Guest","Złóż zamówienie bez zakładania konta"
"Checkout as Guest or Register","Złóż zamówienie jako gość lub załóż konto"
"Checkout has been initialized.","Proces zamówienia został zainicjalizowany."
"Checkout initialization...","Proces zamówienia został zainicjalizowany..."
"Checkout initialized!","Proces zamówienia został zainicjalizowany!"
"Choose Store View","Wybierz widok sklepu"
"Choose amount","Wybierz ilość"
"Choose file","Wybierz plik"
"City","Miasto"
"Clear","Wyczyść"
"Close","Zamknij"
"Color Themes","Motywy kolorystyczne"
"Colors","Kolory"
"Commiting updates...","Przesyłanie aktualizacji..."
"Company","Firma"
"Completed","Zakończone"
"Configuration data have been saved","Dane konfiguracji zostały zapisane."
"Configure Cart Item","Konfiguruj element koszyka"
"Confirm New Password","Potwierdź nowe hasło"
"Confirm Password","Potwierdź hasło"
"Connecting","Łączenie"
"Connection Error\nWe\'re sorry. The app is experiencing connection problems. The app requires a network connection to operate.","Błąd połączenia. Aplikacja ma problemy z połączeniem. Aplikacja wymaga działającego połączenia z internetem do działania."
"Contact Email","E-mail kontaktowy"
"Contact Information","Informacje kontaktowe"
"ContactsAreEmpty","ContactsAreEmpty"
"Container is not defined.","Kontener nie jest zdefiniowany."
"Content","Zawartość"
"Continue","Kontynuuj"
"Copyright","Prawa autorskie"
"Copyright Page Logo","Logo strony o prawach autorskich"
"Copyright Page Logo (iPhone 4 retina)","Logo strony o prawa autorskich (iPhone 4 retina)"
"Copyright: Magento (c) 2010","Copyright: Magento (c) 2010"
"Countries","Kraje"
"Countries Payment Applicable From","Formularz kwalifikowanych płatności krajów"
"Country","Kraj"
"Country options don\'t recognized for ""%s"".","Opcje kraju nie rozpoznane dla ""%s""."
"Coupon code %s is not valid.","%s nie jest prawidłowym kodem kuponu."
"Coupon code %s was applied.","Kod %s został zastosowany."
"Coupon code is empty.","Kod kuponu jest pusty."
"Coupon code was canceled.","Kod kuponu został anulowany."
"Create Account","Utwórz konto"
"Create an Account","Utwórz konto"
"Creating a Template is allowed only for applications which have device type iPhone.","Tworzenie szablonów jest możliwe tylko dla apliakcji, które mają zaznaczony typ urządzenia iPhone."
"Credit Card","Karta kredytowa"
"Credit Card %s","Karta kredytowa %s"
"Credit Card Number","Numer karty kredytowej"
"Credit Card Type","Typ karty kredytowej"
"Credit card number does not match credit card type.","Numer karty nie zgadza się z podanym typem karty."
"Cross Sells","Sprzedaże krzyżowe"
"Current Balance: %s","Bieżący bilans: %s"
"Current Password","Bieżące hasło"
"Currently, the system does not support the viewing of the order detail.","Aktualnie system nie obsługuje podglądu szczegółów zamówienia."
"Custom App Icon","Własna ikona aplikacji"
"Custom App Icon (iPhone 4 retina)","Własna ikona aplikacji (iPhone 4 retina)"
"Custom Colors","Własne kolory"
"Custom amount","Niestandardowa ilość"
"Customer","Klient"
"Customer Name","Nazwa klienta"
"Customer authentication problem.","Problem autentykacji klienta."
"Customer balance available in enterprise version of Magento only.","Bilans klienta jest dostępny tylko w wersji Enterprise Magento."
"Customer balance is disabled for current store","Bilans klienta jest wyłączony w aktualnym sklepie."
"Customer email not specified.","Adres e-mail klienta nie jest podany."
"Customer logout problem.","Problem wylogowania klienta."
"Customer not logged in.","Klient nie jest zalogowany."
"Customers","Klienci"
"DD","DD"
"Date","Data"
"Date Created","Data utworzenia"
"Date Submitted","Data zgłoszenia"
"Date Updated","Data aktualizacji"
"Date:","Data:"
"Day","Dzień"
"Deeper Messaging and Engagement with Rich Push.","Lepsze wiadomości i zaangażowani z Rich Push."
"Default Billing Address","Podstawowy adres rozliczeniowy"
"Default Shipping Address","Domyślny adres dostawy"
"Default Theme","Domyślny motyw"
"Default themes are missed.","Brakuje domyślnego motywu."
"Delete","Usuń"
"Delete Action","Akcja usunięcia"
"Delete theme","Usuń motyw"
"Deleted","Usunięty[usunięty]"
"Description","Opis"
"Description that appears in Android Market. %s chars maximum. ","Opis, który pojawia się w Android Markecie. Maksymalnie %s znaków. "
"Description that appears in the iTunes App Store. %s chars maximum. ","Opis, który pojawia się w itunes App Store. Maksymalnie %s znaków. "
"Deselect All","Odznacz wszystko"
"Design","Wygląd"
"Device","Urządzenie"
"Device Information","Informacje o urządzeniu"
"Device Type","Typ urządzenia"
"Device doesn\'t recognized","Nie rozpoznane urządzenie"
"Device doesn\'t recognized. Unable to load a template.","Urządzenie nie zostało rozpoznane. Nie można załadować szablonu."
"Device doesn\'t recognized: ""%s"". Unable to load a helper.","Urządzenie nie zostało rozpoznane: ""%s"". Nie można załadować helpera."
"Device doesn\'t recognized: ""%s"". Unable to load preview model.","Urządzenie nie zostało rozpoznane: ""%s"". Nie można załadować modelu podglądu."
"Device type doesn\'t recognized.","Nie rozpoznany typ urządzenia."
"Discount code is empty","Kod zniżki jest pusty."
"Discount:","Zniżka"
"Done","Zrobione"
"Downloadable Products Updated","Zaktualizowane produkty do pobrania"
"Downloads limit:","Limit pobrań:"
"E-mail","E-mail"
"Edit","Edytuj"
"Edit Action","Akcja edycji"
"Edit Address","Edytuj adres"
"Edit AirMail Message","Edytuj wiadomość AirMail"
"Edit AirMail Message Queue #%s","Edytuj kolejkę wiadomości AirMail nr %s"
"Edit App ""%s""","Edytuj aplikację ""%s"""
"Edit Filter","Edytuj filtr"
"Edit Image","Edytuj obrazek"
"Edit Mail List","Edytuj listę pocztową"
"Edit Template ""%s""","Edytuj szablon ""%s"""
"Edit filter","Edytuj filtr"
"Edit note","Edytuj notatkę"
"Either remote URL or application code was not set. Please make sure you filled all the values and try again.","Either remote URL or application code was not set. Please make sure you filled all the values and try again."
"Element with id %s already exists","Element o id %s już istnieje"
"Email","E-mail"
"Email Address","Adres e-mail"
"Email address you provided is not valid. Please provide a valid one.","Podany e-mail jest niepoprawny."
"Email is not correct","E-mail nie jest poprawny"
"Email is not specified","E-mail nie jest podany"
"Enable Admin Application","Włącz aplikację administracyjną"
"Enable AirMail Message Push notification","Włącz powiadomienia Push wiadomości AirMail"
"Enable Facebook","Włącz Facebook"
"Enable Flurry Analytics","Włącz statystyki Flurry"
"Enable Flurry Analytics for the merchant.","Włącz statystyki Flurry dla handlowca."
"Enable LinkedIn","Włącz LinkedIn"
"Enable Standard Checkout","Włącz standardowy proces zamówenia"
"Enable Twitter","Włącz Twitter"
"Enter Name","Podaj imię"
"Enter discount code first.","Podaj najpierw kod zniżki."
"Enter discount code if any","Podaj kod zniżki, jeśli posiadasz"
"Enter e-mail","Wpisz e-mail"
"Enter giftcard promo code here","Wpisz kod karty prezentowej tutaj"
"Enter text","Wpisz tekst"
"Enter the gift card code","Wpisz kod karty prezentowej"
"Error","Błąd"
"Error Loading Configuration Format","Wystąpił błąd podczas ładowania formatu konfiguracji"
"Error during shortening url","Wystąpił błąd podczas skracania url"
"Error message text is missed.","Brakuje teksu wiadomości błędu."
"Error while processing file ""%s"".","Wystąpił błąd podczas przetwarzania pliku ""%s""."
"Error while reading data from Payment Bridge. Please, try again.","Błąd podczas odczytywania danych z bramki płatności. Proszę spróbować później."
"Error while reading remote data","Wystąpił błąd podczas odczytywania zdalnych danych"
"Error while uploading file ""%s"".","Wystąpił błąd podczas wgrywania pliku ""%s""."
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","Wystąpił błąd podczas wgrywania pliku ""%s"". Niedozwolone typy plików. Tylko ""jpg"", ""jpeg"", ""gif"" i ""png"" są dozwolone."
"Excl. Tax","Bez podatku"
"Expiration Date - Month","Data ważności - miesiąc"
"Expiration Date - Year","Data ważności - rok"
"Expires: %s","Wygasa: %s"
"Extend the life of your app with Urban Airship Push Notifications.","Przedłuż życie dwojej aplikacji z powiadomieniami Push Urban Airship."
"Extensions","Moduły"
"FILTERS APPLIED","FILTRY ZASTOSOWANE"
"Facebook","Facebook"
"Facebook API","API Facebooka"
"Facebook Application ID","ID aplikacji Facebook"
"Facebook post failed...","Wpis na Facebook nie powiódł się..."
"Fax","Faks"
"File can\'t be uploaded.","Plik nie może zostać przesłany."
"File doesn\'t exist ""%s"".","Plik nie istnieje ""%s""."
"Filter","Filtr"
"Filters","Filtry"
"First Name","Imię"
"Fixed amounts","Stałe ilości"
"Flurry API Code","Kod API Flurry"
"Flurry Analytics","Statystyki Flurry"
"Flurry Analytics Site","Witryna statystyk Flurry"
"Fonts","Fonty"
"Forgot Password","Zapomniane hasło"
"Forgot Password?","Zapomniane hasło?"
"Forgot your password?","Nie pamiętasz hasła?"
"Form","Formularz"
"Free","Za darmo"
"From","Od"
"From Excl. Tax","Od (bez podatku)"
"From Incl. Tax","Od (z podatkiem)"
"From excl. tax","Od (bez podatku)"
"From incl. tax","Od (z podatkiem)"
"Full Description","Pełen opis"
"Funk Leaf","Świeży liść"
"Gallery","Galeria"
"General","Ogólne"
"Generate Offline Catalog","Wygeneruj katalog offline"
"Get Content from CMS Page","Pobierz treść ze strony CMS"
"Gift Card ""%s"" was added.","Karta prezentowa ""%s"" została dodana."
"Gift Card ""%s"" was redeemed.","Karta prezentowa ""%s"" została wykorzystana."
"Gift Card ""%s"" was removed.","Karta prezentowa ""%s"" została usunięta."
"Gift Card (%s)","Karta prezentowa (%s)"
"Gift Card amount applied to order: %s","Kwota z karty prezentowej zastosowana do zamówienia: %s"
"Gift Card code is empty.","Kod karty prezentowej jest pusty."
"Gift Card: %s","Karta prezentowa: %s"
"Gift card account available in enterprise version of Magento only.","Konto karty prezentowej jest dostępne tylko w wersji Enterprise Magento."
"Giftcard promo code","Kod karty prezentowej"
"Grand Total","Łącznie"
"Grand Total (Excl. Tax)","Suma łączna (bez podatku)"
"Grand Total (Incl. Tax)","Suma łączna (z podatkiem)"
"Guest","Gość"
"Header Background Color","Kolor tła nagłowka"
"Header Font Color","Kolor fontu nagłówka"
"High Resolution Application Icon","Ikon aplikacji wysokiej rozdzielczości"
"Home","Strona główna"
"Hot Red","Gorąca czerwień"
"How do you rate this product?","Jak oceniasz ten produkt?"
"How to incorporate Urban Airship within your application:","Jak wdrożyć Urban Airship do swojej aplikacji."
"I Agree","Zgadzam się"
"I agree to the Terms and Conditions","Zgadzam się z warunkami"
"ID","ID"
"Icon that will appear on the user\'s device after they download your app.","Ikona, która pojawi się na urządzeniu użytkownika po pobraniu aplikacji."
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Ikona, która pojawi się na urządzeniu użytkownika po pobraniu aplikacji. Nie musisz dodawać gradientu ani miękkich krawędzi (to jest wykoanane automatycznie przez Apple)."
"Icon that will appear on the user\'s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Ikona, która pojawi się na urządzeniu użytkownika po pobraniu aplikacji. Nie musisz dodawać gradientu ani miękkich krawędzi (to jest wykoanane automatycznie przez Apple)."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple).","Ikona, która pojawi się na urządzeniu użytkownika po pobraniu aplikacji. Nie musisz dodawać gradientu ani miękkich krawędzi (to jest wykoanane automatycznie przez Apple)."
"Icons","Ikony"
"If leave this field empty, the message will be sent immediately","Jeśli pozostawisz to pole puste, wiadomość zostanie wysłana natychmiast."
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","eśli chcesz wyłączyć cache po stronie aplikacji, pozostaw to pole puste. Uwaga! Kiedy wyłączysz cache, aplikacja będzie wolniej ładowała każdą stronę."
"Image %s is required.","Obrazek %s jest wymagany."
"Image action has been saved.","Operacja na obrazku została zapisana."
"Image does not exist. Please reload this page.","Obrazek nie istnieje. Przeładuj stronę."
"Image file was not found.","Plik obrazka nie został znaleziony."
"Image has been deleted.","Obrazek został usunięty."
"Image id is required.","Id obrazka jest wymagane."
"Image limits don\'t recognized for ""%s"" image type","Limity obrazków nie zostały rozpoznane dla typu ""%s"""
"Image that appears on first screen while your app is loading.","Obrazek, który pojawia się na pierwszym ekranie kiedy aplikacja się ładuje."
"Image type doesn\'t recognized: ""%s"".","Typ obrazka nie jest rozpoznany: ""%s""."
"Image type is required.","Typ obrazka jest wymagany."
"Images","Obrazki"
"Images order has been updated.","Kolejność obrazków została zaktualizowana."
"In Queue","W kolejce"
"In Stock","W magazynie"
"In addition, click here to review Urban Airship\'s Terms of Service: <a href=""%s"" target=""_blank"">click here</a>.","Dodatkowo, aby przejrzeć zasady Urban Airship <a href=""%s"" target=""_blank"">kliknij tutaj</a>."
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","W celu ponownego zgłoszenia aplikacji, musisz najpierw wykupić <a href=""%s"" target=""_blank"">%s</a> od MagentoCommerce"
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","W celu zgłoszenia aplikacji, musisz najpierw wykupić <a href=""%s"" target=""_blank"">%s</a> od MagentoCommerce"
"Inactive Tabs","Nieaktywne zakładki"
"Incl. Tax","Z podatkiem"
"Incl. tax","Z podatkiem"
"Initialization PayPal ...","Inicjalizacja PayPal..."
"Initialization of the PayPal checkout failed!","Inicjalizacja PayPal zakończyła się niepowodzeniem!"
"Invalid XML.","Nieprawidłowy XML"
"Invalid current password.","Nieprawidłowe bieżące hasło."
"Invalid customer data.","Nieprawidłowe dane klienta."
"Invalid data.","Nieprawidłowe dane."
"Invalid email address.","Niepoprawny adres e-mail."
"Invalid item or wishlist.","Nieprawidłowy produkt lub schowek."
"Invalid login or password.","Nieprawidłowa nazwa użytkownika lub hasło."
"Invalid shipping method.","Nieprawidłowa metoda dostawy."
"Issue Number","Numer wydania"
"It\'s not allowed to delete submitted application.","Kasowanie zgłoszonych aplikacji nie jest dozwolone."
"Item","Produkt"
"Item Options","Opcje elementu"
"Item has been added to cart.","Produkt został dodany do koszyka."
